Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bgID	n_ovlp	tot_genes	n_bg_ovlp	tot_bg_genes	enrichment
cLEC	GO:0044291	cell-cell contact zone	4/33	79/14353	3.0809611220953444e-5	0.004929537795352551	0.0035025663282768128	Itgb1/Gja1/Dst/Ahnak	4	Adra1b/Ank3/Anxa5/Anxa6/Atp1a1/Atp1b1/Atp2a2/Ctnna1/Ctnnb1/Cdh2/Cxadr/Des/Dsc2/Dsg2/Dst/Ptk2/Fgf13/Flot1/Flot2/Gja1/Gja5/Itgb1/Jup/Kcna5/Kcnj11/Kcnj2/Afdn/Nrap/Pak1/Pecam1/Pik3ca/Prkca/Nectin2/Scn1a/Scn1b/Scn5a/Slc2a1/Slc31a1/Slc8a1/Slc9a1/Sptan1/Tiam1/Tjp1/Tjp2/Vcl/Ywhah/Vamp5/Fxyd1/Rangrf/Nectin1/Nectin3/Ahnak/Jam2/Pkp2/Tln2/Rap2c/Rap2b/Tmem65/Ankrd23/Jam3/Hamp/Atp1a2/Scrib/Camk2d/Dsp/Ank2/Actn1/Fgfrl1/Baiap2l2/Flcn/Pgm5/Pkp4/Ajap1/Fhod1/Akap6/Cadm4/Gm1123/Scn4b/Gja6	4	33	79	14353	22.022247794399693
cLEC	GO:0005604	basement membrane	4/33	95/14353	6.361339454505452e-5	0.005089071563604362	0.0036159192688767837	Col4a2/Fn1/Itgb1/Lamc1	4	Ache/Acta2/Adamts1/Agrn/Ang/Anxa2/Cask/Runx1/Cd151/Entpd1/Entpd2/Col15a1/Col17a1/Col18a1/Col4a1/Col4a2/Col4a4/Col4a5/Col5a1/Col7a1/Col8a1/Smc3/Cst3/Dag1/Dlg1/Efna5/Fbln1/Fbn1/Fgf9/Fn1/Gsto1/Hspg2/Itga6/Itgb1/Lama1/Lama2/Lama3/Lama4/Lama5/Lamb1/Lamb2/Lamb3/Lamc2/Rpsa/Loxl1/Matn2/Nid1/Nid2/Ntn1/Ntn3/Pmp22/Ptn/Serpinf1/Sparc/Spn/Tgfb2/Tgfbi/Thbs2/Thbs4/Timp1/Timp2/Timp3/Tnc/Trf/Vegfa/Vtn/Cfdp1/Egfl6/Nphs1/P3h1/Ntn4/Efemp2/Smoc2/Smoc1/Ccdc80/Pxdn/Col4a6/Loxl2/Mmrn2/Npnt/Itgb4/P3h2/Col28a1/Efemp1/Rell2/Lamc1/Megf9/Col23a1/Vwa2/Frem2/Vwa1/Egflam/Frem1/Hmcn1/Hmcn2	4	33	95	14353	18.31323763955343
cLEC	GO:0030056	hemidesmosome	2/33	10/14353	2.2804292067027783e-4	0.012162289102414818	0.008641626467505267	Itgb1/Dst	2	Col17a1/Dst/Itga6/Itgb1/Lama3/Plec/Erbin/Actr3/Itgb4/Eppk1	2	33	10	14353	86.9878787878788
cLEC	GO:0042383	sarcolemma	3/33	135/14353	0.003612230994187032	0.07224461988374063	0.051331703601605196	Itgb1/Dst/Ahnak	3	Acp1/Adcy6/Adra1b/Adrb2/Agrn/Alox12/Ank1/Ank3/Anxa5/Anxa6/Aqp1/Atp1a1/Atp1b1/Bgn/Bsg/Cacna1c/Cacna1d/Cacna1s/Cacna2d1/Cacnb1/Cacnb2/Cacnb3/Cacng1/Anxa2/Car4/Casq1/Cav1/Cav2/Cd36/Cd59a/Cdh2/Col6a1/Col6a2/Col6a3/Ctsb/Dag1/Des/Dlg1/Dmd/Dst/Dtna/Ednra/Esr1/Ptk2/Fas/Flot1/Gnas/Got2/Igf1r/Itga7/Itgb1/Kcnj11/Kcnj2/Kcnj8/Sspn/Krt19/Krt8/Lama2/Lamp1/Anxa1/Msn/Nos3/Pde9a/Pemt/Prkce/Prkcq/Plcb3/Pld2/Plec/Ppp3cb/Ppp3r1/Prkar2a/Psen1/Rdx/Rtn2/Ryr1/Ryr2/Ryr3/Scn1a/Scn1b/Scn5a/Slc2a1/Slc2a4/Slc8a1/Slc9a1/Snta1/Stac/Stx4a/Abcc8/Abcc9/Tgfb3/Utrn/Vcam1/Vcl/Vdr/Ezr/Slc30a1/Cib1/Sgcb/Sgcd/Dysf/Bin1/Stbd1/Cacng4/Fxyd1/Cib2/Cacna1h/Ncstn/Popdc2/Ahnak/Cltc/Slc38a2/Flnc/Sync/Nos1ap/Smpd4/Cacng7/Dtnbp1/Atp1a2/Camk2d/Sri/Ank2/Kcnn2/Slc8b1/Adcy5/Pgm5/Synm/Akap6/Fkrp/Sgcz/Cd59b/Ccdc78/Atp2b4/Akap7/Trim72	3	33	135	14353	9.665319865319866
cLEC	GO:0098636	protein complex involved in cell adhesion	2/33	50/14353	0.005861307332089961	0.09943581085139588	0.07065176034178129	Itgb1/Lamc1	2	Ctla4/Cd28/Cd80/Itga2/Itga2b/Itga3/Itga4/Itga5/Itga6/Itga7/Itgae/Itgal/Itgam/Itgav/Itgax/Itgb1/Itgb2/Itgb3/Itgb5/Itgb6/Itgb7/Lama1/Lama2/Lamb1/Lamb2/Lgals1/Lyn/Nid1/Nrxn1/Plau/Plaur/Plp1/Pmp22/Tnc/Vtn/Tspan32/Jam2/Mmrn1/Izumo1/Jam3/Emilin1/Itga9/Itga1/Itgb4/Itga10/Lamc1/Itga8/Itga11/Itgb8/Itgad	2	33	50	14353	17.39757575757576
cLEC	GO:0005741	mitochondrial outer membrane	3/33	164/14353	0.006214738178212243	0.09943581085139588	0.07065176034178129	Fundc2/Gja1/Tspo	3	Akap1/Slc25a4/Arg1/Ass1/Atf2/Bad/Bak1/Bax/Phb2/Bcl2/Bcl2a1a/Bcl2a1b/Bcl2a1d/Bcl2l1/Bcl2l2/Bid/Bnip3/Bnip3l/Tspo/Cnp/Cnr1/Cpt1a/Cpt1b/Dmpk/Dmd/Epha4/Acsl1/Lpin1/Nipsnap2/Gja1/Gpam/Gk/Hk1/Hk2/Maoa/Mcl1/Mt3/Mtx1/Ppp1r15a/Myoc/Nme1/Slc11a2/Ntrk3/Phb/Plec/Ppp1cc/Prnp/Snca/Snn/Sox10/Ubb/Ubc/Vdac1/Vdac2/Vdac3/Capn10/Hax1/Pebp1/Synj2bp/Slc27a1/Aifm1/Vat1/Tomm70a/Acsl4/Prkn/Bok/Rab11fip5/Cisd1/Pgrmc1/Tomm40/Mtx2/Sh3glb1/Mtch2/Mtch1/Foxo3/Mgst1/Mtor/Rsad2/Nelfb/Rhot1/Qtrt1/Moap1/Tomm6/Tomm7/Myo19/Cyb5b/Fis1/Lrrk2/Cisd2/Fam210b/Tomm34/Fundc2/Mfn1/Armcx2/Slc25a46/Mgarp/Rmdn3/Rab32/Tomm20/Atad1/Spire1/Agpat4/Mul1/Tomm5/Letmd1/Samm50/Pink1/Aifm2/Armcx3/Fundc1/Rps6kb1/Pgam5/Dnm1l/Abcb6/Opa1/Acsl3/Armc1/Trim14/4930550C14Rik/Mff/Bri3bp/Cpt1c/Armcx1/Cstad/Gimap3/Wasf1/Sfxn2/Exd2/Kmo/Znfx1/Slc44a1/Usp30/Qtrt2/Pi4kb/Miga2/Cyb5a/Maob/Cyb5r3/Asl/Rtn4ip1/Mfn2/Rnf185/Pld6/Pde2a/Mlxip/Rhot2/Miga1/Acsl6/Tomm22/Mavs/Msto1/Dnajc11/Hadhb/Mief2/Sarm1/Mief1/Nlrx1/Vps13a/Armcx6/Tigar/Vps13c/Mtx3/Acsl5/Tomm40l	3	33	164	14353	7.956208425720621
cLEC	GO:0019867	outer membrane	3/33	184/14353	0.008525362168355947	0.10649152429470374	0.07566503041992109	Fundc2/Gja1/Tspo	3	Agtr1a/Akap1/Slc25a4/Arg1/Ass1/Atf2/Bad/Bak1/Bax/Phb2/Bcl2/Bcl2a1a/Bcl2a1b/Bcl2a1d/Bcl2l1/Bcl2l2/Bid/Bnip3/Bnip3l/Tspo/Cnp/Cnr1/Cpt1a/Cpt1b/Dhcr7/Dmpk/Dmd/Emd/Eno1/Epha4/Acsl1/Lpin1/Nipsnap2/Gja1/Gpam/Gk/Hk1/Hk2/Itpr3/Ltc4s/Maoa/Mcl1/Mt3/Mtx1/Ppp1r15a/Myoc/Nme1/Slc11a2/Ntrk3/Phb/Plec/Ppp1cc/Prnp/Psen1/Ptgs2/Snca/Snn/Sox10/Ubb/Ubc/Vdac1/Vdac2/Vdac3/Capn10/Hax1/Pebp1/Synj2bp/Slc27a1/Aifm1/Vat1/Tomm70a/Acsl4/Prkn/Bok/Rab11fip5/Cisd1/Nucb2/Pgrmc1/Tomm40/Mtx2/Sh3glb1/Mtch2/Mtch1/Foxo3/Mgst1/Mtor/Rsad2/Nelfb/Rhot1/Qtrt1/Moap1/0610009B22Rik/Tomm6/Tomm7/Myo19/Cyb5b/Fis1/Lrrk2/Cisd2/Fam210b/Tomm34/Fundc2/Mfn1/Armcx2/Retsat/Slc25a46/Mgarp/Rmdn3/Rab32/Tomm20/Atad1/Nutf2/Spire1/Agpat4/Mul1/Tomm5/Letmd1/Samm50/Tmem53/Pink1/Aifm2/Armcx3/Fundc1/Rps6kb1/Pgam5/Dnm1l/Abcb6/Opa1/Acsl3/Armc1/Trim14/4930550C14Rik/Mff/Bri3bp/Smpd4/Cpt1c/Armcx1/Cstad/Gimap3/Wasf1/Clmn/Sfxn2/Exd2/Kmo/Znfx1/Slc44a1/Usp30/Qtrt2/Pi4kb/Miga2/Cyb5a/Maob/Cyb5r3/Asl/Rtn4ip1/Mfn2/Rnf185/Pld6/Pde2a/Mlxip/Syne3/Rhot2/Miga1/Acsl6/Tomm22/Mavs/Msto1/Dnajc11/Hadhb/Syne4/Mief2/Sarm1/Mief1/Nlrx1/Vps13a/Armcx6/Syne2/Tigar/Vps13c/Mtx3/Itprip/Eno1b/Acsl5/Tomm40l	3	33	184	14353	7.091403162055337
cLEC	GO:0043292	contractile fiber	3/33	185/14353	0.008652436348944678	0.10649152429470374	0.07566503041992109	Gja1/Dst/Ahnak	3	Acta1/Actg1/Acta2/Ak1/Aldoa/Ank1/Ank3/Anxa5/Arf1/Atp2a1/Cab39/Cacna1c/Cacna1d/Cacna1s/Calm1/Calm2/Calm3/Casq1/Ctnnb1/Cdk5r1/Cfl2/Cryab/Csrp1/Csrp2/Cst3/Dag1/Dbi/Des/Dmd/Dst/Fhl2/Fhl3/Fkbp1a/Fkbp1b/Frg1/Fxr1/Ggps1/Gja1/Hrc/Hspb1/Ido1/Ilk/Jup/Kcna5/Kcnj8/Krt19/Krt8/Mef2c/Mmp2/Mtm1/Myh11/Myl4/Myom1/Myom2/Ppp1r12a/Nrap/Pak1/Kat2b/Pde4b/Pecam1/Plec/Ppp3ca/Ppp3cb/Psen1/Psen2/Twf1/Pygm/Rpl6/Rpl7/Rtn2/Ryr1/Ryr2/Ryr3/S100a1/Scn1a/Scn5a/Scn8a/Slc2a1/Slc8a1/Sptan1/Sptbn1/Stk11/Abcc9/Sdc4/Tcap/Tmod1/Tnnc1/Tnnc2/Tnni1/Tnni3/Tnnt1/Tnnt3/Tpm1/Tpm2/Trpc1/Ttn/Vcl/Dnajb6/Twf2/Psma6/Itgb1bp2/Homer1/Polr2m/Bag3/Pdlim4/Glrx3/Bin1/Tmod4/Tmod3/Tmod2/Arhgef25/Sco1/Pdlim3/Pdlim1/Pdlim5/Stub1/Habp4/Ankrd2/Jph1/Myoz2/Actn4/Syne1/Asb2/Ahnak/Rpl15/Myl12a/Pdlim7/Fbxo32/Rpl4/Myl12b/Synpo2l/Nexn/Sync/Trim32/Lman1/Nos1ap/Pgm1/Klhl40/Palld/Nebl/Fbxl22/Myo18b/Kbtbd13/Cmya5/Lrrc27/Ankrd23/Pde4dip/Lmod1/Myl9/Myzap/Synpo/Ankrd1/Sri/Ank2/Actn1/Dek/Timp4/Npnt/Synpo2/Kcnn2/Myoz3/Flna/Hdac4/Pdlim2/Abra/Svil/Fhod3/Pgm5/Ppp2r5a/Klhl41/Ablim2/Pyroxd1/Synm/Scn3b/Pde4d/Xirp2/Rpl17/Syne2/Simc1/Grk3/Ppp1r12b/Prickle4/Atp2b4/Ahnak2/Sco2	3	33	185	14353	7.053071253071254
cLEC	GO:0005882	intermediate filament	2/33	64/14353	0.009454729080532605	0.10805404663465834	0.07677524366146778	Gja1/Dst	2	Macf1/Adora2a/Bfsp1/Des/Dmd/Dst/Dyrk1a/Evpl/Fer/Gja1/Hspa8/Eif6/Jup/Krt10/Krt14/Krt17/Krt18/Krt19/Krt36/Krt8/Lmna/Lmnb1/Lmnb2/Mns1/Myo5a/Nes/Nefm/Nme1/Nme2/Nrp1/Cldn11/Pcp4/Plec/Ppl/Rtn2/Vim/Tlk2/Slc1a4/Pkp2/Narf/Sync/Krt28/Lmntd2/Krt80/Upp2/Tchp/Csnk1a1/Ldlrap1/Fam83h/Vmac/Bfsp2/Dsp/Krt5/Krt7/Shank2/Iffo2/Fbf1/Eppk1/Synm/Krt222/Iffo1/Nefh/Krt87/Krt77	2	33	64	14353	13.59185606060606
cLEC	GO:0032587	ruffle membrane	2/33	71/14353	0.011538282637983292	0.11851011654419956	0.08420455649193127	Itgb1/Sh3bgrl3	2	Macf1/Adam17/Aif1/Akt2/Apc/Arf4/Rhoa/Bmx/Cdc37/Diaph1/Dnm2/Eef1a1/Egfr/Eps8/Fgr/Pdpn/Itga5/Itgav/Itgb1/Itgb3/Arhgef2/Map2/Myo1c/Myo6/Nme1/Pip5k1a/Plcg1/Inpp5k/Twf1/Ptprj/Ptprz1/Rac1/Src/Synj2/Tiam1/Tpm1/Pacsin1/Sh3yl1/Rps3/Abca7/Hip1r/Dlc1/Plek/Pdxp/Trpv4/Plekho1/Eps8l1/Sh3bgrl3/Psd/Psd2/C2cd5/Clasp2/Arpc2/Eps8l2/Plekha1/Kank1/Aif1l/Tirap/Wwc1/Psd4/Appl2/Ppp1r9b/Spata13/Epb41l5/Psd3/Plcg2/Jcad/Mtss2/Fam107a/Pla2g4f/Cdkl5	2	33	71	14353	12.251813913785746
