Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bgID	n_ovlp	tot_genes	n_bg_ovlp	tot_bg_genes	enrichment
cLEC	GO:0000323	lytic vacuole	8/38	456/14353	2.0626613010748342e-5	0.0016604423473652416	0.0013570140138650225	App/Ctsd/Psap/Grn/Prcp/H2-K1/Naaa/Lgmn	8	Abca2/Ace/Acp2/Acp5/Ada/Adam8/Aga/Gla/Abcd1/Akr1b3/Ank3/Anxa11/Anxa6/Prdx6/Ap1b1/Ap1g1/Ap1m1/Ap1s1/Apoe/App/Arsb/Arsa/Asah1/Rab27a/Ass1/Atp6v1a/Atp6v0d1/Atp6v0c/Bcl10/Glb1/Anxa2/Calr/Capn1/Capn2/Cat/Rb1cc1/Cd1d1/Cd34/Scarb2/Cd63/Cd68/Clcn3/Clcn4/Tpp1/Cln3/Cxcr4/Crhbp/Cryab/Cryba1/Cst3/Cst7/Ctsb/Ctsc/Ctsd/Ctsg/Ctsh/Ctsk/Ctsl/Ctss/Ctsw/Cyb561/Dnase2a/Doc2a/Fgfr3/Akr1b8/Il4i1/Fnbp1/Fth1/Ftl1/Gaa/Galc/Gba/Bloc1s1/Ggh/Gja1/Ostm1/Gm2a/Got1/Gpc3/Grn/Gzmb/H2-Aa/H2-D1/H2-Eb1/H2-K1/H2-M2/H2-DMa/H2-DMb1/H2-DMb2/H2-Ob/H2-Q10/H2-Q2/H2-Q7/H2-T22/Hap1/Has2/Hck/Hexa/Hexb/Hgs/Hpse/Hspa8/Hsp90ab1/Hyal1/Hyal2/Ids/Idua/Irgm1/Ifnar1/Cd74/Il1b/Insr/Kif2a/Kif5b/Klc2/Lamp1/Lamp2/Laptm5/Ldlr/Lipa/Anxa1/M6pr/Marcks/Man2b1/Man2b2/Nprl3/Slc3a2/Fyco1/Mmp13/Mpz/Mt1/Laptm4a/Myo5a/Myo7a/Naga/Nbr1/Neu1/Npc1/Slc11a1/Slc11a2/Nsg1/Nsg2/Ocln/Sqstm1/P2ry2/Pde1c/Pdgfrb/Prf1/Pip4k2a/Prkcd/Pla2g5/Pld3/Ctsa/Ppt1/Srgn/Lgmn/Prtn3/Psap/Psen1/Psen2/Abcd4/Rab12/Rab3a/Rab7/Hps6/Slc7a5/Smpd1/Snapin/Snap23/Sod1/Sort1/Scarb1/Src/Stx3/Stxbp2/Vamp7/Tfeb/Tial1/Tnfaip3/Tmem165/Tsc2/Uba1/Vamp8/Siae/Slc30a3/Slc30a4/Bace1/Rnf13/Clcn7/Sgsh/Ncoa4/Tcirg1/Abca3/Naglu/Vps26a/Neu3/Galns/Hgsnat/Rragd/Stx7/Cd164/Vti1b/Rragc/Prss16/Cpq/Ppt2/Unc93b1/Syt7/Calcrl/Stx8/Bri3/Nprl2/Ramp3/Acpp/Abcb9/Tmem59/Rab9/Snx1/Ctsf/Gabarap/Sphk2/Lamtor3/Glmp/Mtor/Litaf/Tmem9b/Ncstn/Ctsz/Itm2c/Vps35/Slc15a3/Cubn/Ifi30/Abhd6/Lamtor4/Ifitm3/Serpinb1a/Tmem9/Atp6v1g1/Chmp4c/Borcs7/Ctrb1/Lamtor1/Ubxn6/Sppl2a/Cdip1/Chmp3/Lrrk2/Map1lc3a/Tspan1/Wdr45b/Fuca2/Plbd1/Mfsd1/Pcyox1/Vma21/Chmp1b/Naaa/Arl8b/Dram2/Cltc/Map1lc3b/Slc39a8/Wdr48/Slc48a1/Borcs5/Snx2/Akr1b10/Npc2/Chid1/Rnaset2b/Mcoln2/Rab14/Lmbrd1/Rraga/Lamtor5/Tab2/Ifitm1/Arl8a/Chmp2b/Chmp2a/Tmem97/Plekhm2/Ap5s1/Tmbim1/Ccdc115/Vps36/Tecpr1/Kptn/Unc13d/Atp6ap2/Rnf167/Gpr137c/Spag9/Slc29a3/Spaar/Fuca1/Tmem25/Slc46a3/Dram1/Vps11/Plbd2/Tmem106b/Tmem79/Borcs6/Seh1l/Trim29/Mfsd8/Snx6/Plekhf1/Nkg7/Borcs8/Tmem175/Rab38/Prcp/Pip4p2/Tmem192/C9orf72/Sppl2b/Cybrd1/Spns1/Bloc1s2/Mfsd12/Arsg/Abcb6/Tm9sf1/Ctbs/Meak7/Rptor/Clec16a/Ap5m1/Snx16/Atp13a2/Slc35f6/Rnf19b/Chmp4b/Gns/Kxd1/Rmc1/Chmp5/Atg16l1/Arsk/Vps33a/Rnase6/Uvrag/Vps16/Ifitm2/Lrba/Trim23/Tlr9/Lamtor2/Ctns/Dpp7/Gpr137b/Mcoln1/Tinagl1/Slc15a4/Itfg2/Arrdc3/Epdr1/Chmp7/Trip10/Lars/Gpr137/Ffar4/Tm6sf1/Ap1s2/Ank2/Hyal3/Gusb/Manba/Sec13/H2-Q6/Laptm4b/Vps4a/Znrf1/Bbc3/Mlc1/Shkbp1/Hps4/Wdr81/Pla2g15/Chmp6/Tmem63a/Dtx3l/Cln5/Zfyve26/Slc39a14/Gnptg/Sidt2/4930486L24Rik/Slc36a1/Fnip1/Flcn/Abca5/Vps41/Pip4p1/Klhl22/Slc49a4/Pik3c3/Plaat3/Cyb561a3/Rab7b/Slc2a6/Vps18/Ctso/Syt11/Szt2/Tmem150c/Ccz1/Eva1a/Vps33b/Tpcn2/Slc38a7/Dync1li2/Chmp1a/Slc36a4/Slc17a5/Dync1li1/Tmem74/H2-M5/Lrrc8a/Slc7a14/Snx14/Rragb/Ankrd27/Mios/Ap1s3/Tpcn1/Gga3/Slc26a11/Slc38a9/Wdr24/Vps39/Vps13a/Depdc5/Rilp/Gimap5/Wdr59/Atp10b/Rps6kc1/Rnf152/Vps13c/Fnip2/Pon2/Plekhm1/H2-Eb2/Mreg/Atraid/Znrf2/Gnptab/Creg1/Vps13b/Rnaset2a/Rubcn/Epg5	8	38	456	14353	6.626500461680516
cLEC	GO:0005764	lysosome	8/38	456/14353	2.0626613010748342e-5	0.0016604423473652416	0.0013570140138650225	App/Ctsd/Psap/Grn/Prcp/H2-K1/Naaa/Lgmn	8	Abca2/Ace/Acp2/Acp5/Ada/Adam8/Aga/Gla/Abcd1/Akr1b3/Ank3/Anxa11/Anxa6/Prdx6/Ap1b1/Ap1g1/Ap1m1/Ap1s1/Apoe/App/Arsb/Arsa/Asah1/Rab27a/Ass1/Atp6v1a/Atp6v0d1/Atp6v0c/Bcl10/Glb1/Anxa2/Calr/Capn1/Capn2/Cat/Rb1cc1/Cd1d1/Cd34/Scarb2/Cd63/Cd68/Clcn3/Clcn4/Tpp1/Cln3/Cxcr4/Crhbp/Cryab/Cryba1/Cst3/Cst7/Ctsb/Ctsc/Ctsd/Ctsg/Ctsh/Ctsk/Ctsl/Ctss/Ctsw/Cyb561/Dnase2a/Doc2a/Fgfr3/Akr1b8/Il4i1/Fnbp1/Fth1/Ftl1/Gaa/Galc/Gba/Bloc1s1/Ggh/Gja1/Ostm1/Gm2a/Got1/Gpc3/Grn/Gzmb/H2-Aa/H2-D1/H2-Eb1/H2-K1/H2-M2/H2-DMa/H2-DMb1/H2-DMb2/H2-Ob/H2-Q10/H2-Q2/H2-Q7/H2-T22/Hap1/Has2/Hck/Hexa/Hexb/Hgs/Hpse/Hspa8/Hsp90ab1/Hyal1/Hyal2/Ids/Idua/Irgm1/Ifnar1/Cd74/Il1b/Insr/Kif2a/Kif5b/Klc2/Lamp1/Lamp2/Laptm5/Ldlr/Lipa/Anxa1/M6pr/Marcks/Man2b1/Man2b2/Nprl3/Slc3a2/Fyco1/Mmp13/Mpz/Mt1/Laptm4a/Myo5a/Myo7a/Naga/Nbr1/Neu1/Npc1/Slc11a1/Slc11a2/Nsg1/Nsg2/Ocln/Sqstm1/P2ry2/Pde1c/Pdgfrb/Prf1/Pip4k2a/Prkcd/Pla2g5/Pld3/Ctsa/Ppt1/Srgn/Lgmn/Prtn3/Psap/Psen1/Psen2/Abcd4/Rab12/Rab3a/Rab7/Hps6/Slc7a5/Smpd1/Snapin/Snap23/Sod1/Sort1/Scarb1/Src/Stx3/Stxbp2/Vamp7/Tfeb/Tial1/Tnfaip3/Tmem165/Tsc2/Uba1/Vamp8/Siae/Slc30a3/Slc30a4/Bace1/Rnf13/Clcn7/Sgsh/Ncoa4/Tcirg1/Abca3/Naglu/Vps26a/Neu3/Galns/Hgsnat/Rragd/Stx7/Cd164/Vti1b/Rragc/Prss16/Cpq/Ppt2/Unc93b1/Syt7/Calcrl/Stx8/Bri3/Nprl2/Ramp3/Acpp/Abcb9/Tmem59/Rab9/Snx1/Ctsf/Gabarap/Sphk2/Lamtor3/Glmp/Mtor/Litaf/Tmem9b/Ncstn/Ctsz/Itm2c/Vps35/Slc15a3/Cubn/Ifi30/Abhd6/Lamtor4/Ifitm3/Serpinb1a/Tmem9/Atp6v1g1/Chmp4c/Borcs7/Ctrb1/Lamtor1/Ubxn6/Sppl2a/Cdip1/Chmp3/Lrrk2/Map1lc3a/Tspan1/Wdr45b/Fuca2/Plbd1/Mfsd1/Pcyox1/Vma21/Chmp1b/Naaa/Arl8b/Dram2/Cltc/Map1lc3b/Slc39a8/Wdr48/Slc48a1/Borcs5/Snx2/Akr1b10/Npc2/Chid1/Rnaset2b/Mcoln2/Rab14/Lmbrd1/Rraga/Lamtor5/Tab2/Ifitm1/Arl8a/Chmp2b/Chmp2a/Tmem97/Plekhm2/Ap5s1/Tmbim1/Ccdc115/Vps36/Tecpr1/Kptn/Unc13d/Atp6ap2/Rnf167/Gpr137c/Spag9/Slc29a3/Spaar/Fuca1/Tmem25/Slc46a3/Dram1/Vps11/Plbd2/Tmem106b/Tmem79/Borcs6/Seh1l/Trim29/Mfsd8/Snx6/Plekhf1/Nkg7/Borcs8/Tmem175/Rab38/Prcp/Pip4p2/Tmem192/C9orf72/Sppl2b/Cybrd1/Spns1/Bloc1s2/Mfsd12/Arsg/Abcb6/Tm9sf1/Ctbs/Meak7/Rptor/Clec16a/Ap5m1/Snx16/Atp13a2/Slc35f6/Rnf19b/Chmp4b/Gns/Kxd1/Rmc1/Chmp5/Atg16l1/Arsk/Vps33a/Rnase6/Uvrag/Vps16/Ifitm2/Lrba/Trim23/Tlr9/Lamtor2/Ctns/Dpp7/Gpr137b/Mcoln1/Tinagl1/Slc15a4/Itfg2/Arrdc3/Epdr1/Chmp7/Trip10/Lars/Gpr137/Ffar4/Tm6sf1/Ap1s2/Ank2/Hyal3/Gusb/Manba/Sec13/H2-Q6/Laptm4b/Vps4a/Znrf1/Bbc3/Mlc1/Shkbp1/Hps4/Wdr81/Pla2g15/Chmp6/Tmem63a/Dtx3l/Cln5/Zfyve26/Slc39a14/Gnptg/Sidt2/4930486L24Rik/Slc36a1/Fnip1/Flcn/Abca5/Vps41/Pip4p1/Klhl22/Slc49a4/Pik3c3/Plaat3/Cyb561a3/Rab7b/Slc2a6/Vps18/Ctso/Syt11/Szt2/Tmem150c/Ccz1/Eva1a/Vps33b/Tpcn2/Slc38a7/Dync1li2/Chmp1a/Slc36a4/Slc17a5/Dync1li1/Tmem74/H2-M5/Lrrc8a/Slc7a14/Snx14/Rragb/Ankrd27/Mios/Ap1s3/Tpcn1/Gga3/Slc26a11/Slc38a9/Wdr24/Vps39/Vps13a/Depdc5/Rilp/Gimap5/Wdr59/Atp10b/Rps6kc1/Rnf152/Vps13c/Fnip2/Pon2/Plekhm1/H2-Eb2/Mreg/Atraid/Znrf2/Gnptab/Creg1/Vps13b/Rnaset2a/Rubcn/Epg5	8	38	456	14353	6.626500461680516
cLEC	GO:0045121	membrane raft	5/38	319/14353	0.0014448999393001196	0.05896713049425287	0.04819150906689512	App/Ctsd/Plcd1/Tubb5/Cpe	5	Abca1/Chrnb2/Actb/Adam17/Adcy6/Adcyap1r1/Adrb2/Angpt1/Slc25a4/Slc25a5/Birc3/Birc2/App/Aqp1/Arc/Atp1a1/Atp1b1/Atp1b3/Atp2b2/Atp5a1/Atp5b/Atp7a/Bcl10/Bmpr1a/Bmpr2/Bsg/Btk/Cacna1c/Anxa2/Capn2/Cask/Casp3/Casp8/Ctnna1/Ctnnb1/Ctnnd1/Cav1/Cav2/Cbl/Serpinh1/Cd14/Cd2/Ms4a1/Cd24a/Cd28/Cd36/Cd44/Cd48/Cd79a/Cdh1/Cdh13/Cdh2/Cel/Cflar/Tpp1/Cln3/Cnr1/Cntn1/Cpe/Crk/Cr1l/Csk/Ctsb/Ctsd/Cxadr/Cd55/Cd55b/Dag1/Dapk3/Slc6a3/Dlg1/Dll1/Dmd/Drd1/Arid3a/Ednra/Ednrb/Eef2/Efnb1/Egfr/Emp2/Eno1/Eno2/Stom/Stx2/Erbb2/F2r/Fadd/Fas/Fcer1g/Fcgr2b/Flot1/Flot2/Fyn/Gja1/Gnai1/Gnai2/Gnai3/Gnaq/Gnas/Lrp2/Pdpn/Gpc1/Gpm6b/H2-D1/Has2/Hck/Hdac6/Hk1/Hmgb1/Hmox1/Hpse/Hspa8/Hspd1/Hspa1b/Hyal2/Icam1/Igf1r/Il6st/Insr/Irs1/Itgam/Itgb1/Itgb2/Itpr1/Jak2/Kcna5/Kcnma1/Kcnn4/Kdr/Kras/L1cam/Lamp2/Lck/Lcp2/Ldhb/Ldlr/Lipe/Lrp6/Lrp8/Lyn/Mal/Mme/Mapt/Myo1c/Nedd4/Nf2/Ngfr/Nos3/Npc1/P2rx1/P2rx7/Furin/Pecam1/Pgk1/Pikfyve/Prkaca/Prkca/Prkcz/Plcd1/Pld2/Plscr2/Plpp1/Ppp2ca/Ppt1/Prkar1a/Prkar2a/Prkar2b/Prnp/Prtn3/Psen1/Psen2/Ptch1/Ptgis/Ptgs2/Ptk2b/Ptpn11/Ptprc/Cavin1/Ret/Rgs16/Ripk1/S100a10/Scn5a/Cavin2/Sele/Selplg/Sorbs1/Slc1a1/Slc1a2/Slc2a1/Slc2a3/Slc2a4/Slc9a1/Smpd2/Scarb1/Src/Stat6/Stim1/Sdc4/Tek/Tfpi/Tgfbr1/Tgfbr2/Thy1/Tlr1/Tlr4/Tlr6/Tnf/Tnfrsf10b/Tnfrsf1a/Tnfrsf1b/Traf2/Plscr1/Trpc1/Tsc2/Tshr/Tuba1a/Tuba1b/Tuba1c/Tubb5/Vcl/Vdac2/Vdr/Ezr/Zap70/Coro1c/Pacsin2/Rgs7/Tlr2/Abcg2/Mapk1/Mapk3/Slc27a1/Abcg3/Iqgap1/Dlc1/Plpp2/Prkn/Myadm/Sdcbp/Gabbr1/Asah2/Nphs1/Fxyd1/Chp1/Rgs19/Gsk3b/Lat2/Park7/Kcne3/Rangrf/Cacna1h/Pdzk1/Slc5a7/Gprc5b/Ahnak/Lamtor1/Stoml2/Lrrk2/Pllp/Plpp3/Atp2b1/Sis/Nos1ap/Tradd/Ppp2r1b/Rap2b/Mdga1/Rftn1/Cln6/Clip3/Tnfrsf23/Cblc/Plvap/Pi4k2a/Pag1/Atp1a2/Stx12/Ano1/Adcy3/Rhoq/Unc5b/Card11/Cavin3/Orai1/Ank2/Itga1/Grk2/Kirrel/Usp48/Mlc1/Prom2/Hspa1a/Pde2a/Ghsr/Cblb/Adcy5/Myof/Lrp4/Kif18a/Mall/Stoml3/Nae1/Rtn4rl1/Akap6/Akap5/Sulf1/Erlin2/Ehd2/Ephb1/Rab5a/Adam1a/Smo/Grk3/Myo1d/Atp2b4/Myo1a/Eno1b	5	38	319	14353	5.920227685200461
cLEC	GO:0098857	membrane microdomain	5/38	320/14353	0.0014650218756336116	0.05896713049425287	0.04819150906689512	App/Ctsd/Plcd1/Tubb5/Cpe	5	Abca1/Chrnb2/Actb/Adam17/Adcy6/Adcyap1r1/Adrb2/Angpt1/Slc25a4/Slc25a5/Birc3/Birc2/App/Aqp1/Arc/Atp1a1/Atp1b1/Atp1b3/Atp2b2/Atp5a1/Atp5b/Atp7a/Bcl10/Bmpr1a/Bmpr2/Bsg/Btk/Cacna1c/Anxa2/Capn2/Cask/Casp3/Casp8/Ctnna1/Ctnnb1/Ctnnd1/Cav1/Cav2/Cbl/Serpinh1/Cd14/Cd2/Ms4a1/Cd24a/Cd28/Cd36/Cd44/Cd48/Cd79a/Cdh1/Cdh13/Cdh2/Cel/Cflar/Tpp1/Cln3/Cnr1/Cntn1/Cpe/Crk/Cr1l/Csk/Ctsb/Ctsd/Cxadr/Cd55/Cd55b/Dag1/Dapk3/Slc6a3/Dlg1/Dll1/Dmd/Drd1/Arid3a/Ednra/Ednrb/Eef2/Efnb1/Egfr/Emp2/Eno1/Eno2/Stom/Stx2/Erbb2/F2r/Fadd/Fas/Fcer1g/Fcgr2b/Flot1/Flot2/Fyn/Gja1/Gnai1/Gnai2/Gnai3/Gnaq/Gnas/Lrp2/Pdpn/Gpc1/Gpm6b/H2-D1/Has2/Hck/Hdac6/Hk1/Hmgb1/Hmox1/Hpse/Hspa8/Hspd1/Hspa1b/Hyal2/Icam1/Igf1r/Il6st/Insr/Irs1/Itgam/Itgb1/Itgb2/Itpr1/Jak2/Kcna5/Kcnma1/Kcnn4/Kdr/Kras/L1cam/Lamp2/Lck/Lcp2/Ldhb/Ldlr/Lipe/Lrp6/Lrp8/Lyn/Mal/Mme/Mapt/Myo1c/Nedd4/Nf2/Ngfr/Nos3/Npc1/P2rx1/P2rx7/Furin/Pecam1/Pgk1/Pikfyve/Prkaca/Prkca/Prkcz/Plcd1/Pld2/Plscr2/Plpp1/Ppp2ca/Ppt1/Prkar1a/Prkar2a/Prkar2b/Prnp/Prtn3/Psen1/Psen2/Ptch1/Ptgis/Ptgs2/Ptk2b/Ptpn11/Ptprc/Cavin1/Ret/Rgs16/Ripk1/S100a10/Scn5a/Cavin2/Sele/Selplg/Sorbs1/Slc1a1/Slc1a2/Slc2a1/Slc2a3/Slc2a4/Slc9a1/Smpd2/Scarb1/Src/Stat6/Stim1/Sdc4/Tek/Tfpi/Tgfbr1/Tgfbr2/Thy1/Tlr1/Tlr4/Tlr6/Tnf/Tnfrsf10b/Tnfrsf1a/Tnfrsf1b/Traf2/Plscr1/Trpc1/Tsc2/Tshr/Tuba1a/Tuba1b/Tuba1c/Tubb5/Vcl/Vdac2/Vdr/Ezr/Zap70/Coro1c/Pacsin2/Rgs7/Tlr2/Abcg2/Mapk1/Mapk3/Slc27a1/Dysf/Abcg3/Iqgap1/Dlc1/Plpp2/Prkn/Myadm/Sdcbp/Gabbr1/Asah2/Nphs1/Fxyd1/Chp1/Rgs19/Gsk3b/Lat2/Park7/Kcne3/Rangrf/Cacna1h/Pdzk1/Slc5a7/Gprc5b/Ahnak/Lamtor1/Stoml2/Lrrk2/Pllp/Plpp3/Atp2b1/Sis/Nos1ap/Tradd/Ppp2r1b/Rap2b/Mdga1/Rftn1/Cln6/Clip3/Tnfrsf23/Cblc/Plvap/Pi4k2a/Pag1/Atp1a2/Stx12/Ano1/Adcy3/Rhoq/Unc5b/Card11/Cavin3/Orai1/Ank2/Itga1/Grk2/Kirrel/Usp48/Mlc1/Prom2/Hspa1a/Pde2a/Ghsr/Cblb/Adcy5/Myof/Lrp4/Kif18a/Mall/Stoml3/Nae1/Rtn4rl1/Akap6/Akap5/Sulf1/Erlin2/Ehd2/Ephb1/Rab5a/Adam1a/Smo/Grk3/Myo1d/Atp2b4/Myo1a/Eno1b	5	38	320	14353	5.901726973684211
cLEC	GO:0005770	late endosome	4/38	214/14353	0.0023843256352040544	0.07677528545357055	0.06274541145273828	Psap/Grn/Parm1/Lgmn	4	Anxa6/Apoe/Arf1/Rhob/Rab27a/Atp7a/Atp7b/Anxa2/Cd1d1/Cd63/Cd79a/Clcn3/Cln3/Cxcr4/Crhbp/Cst3/Cst7/Ctsl/Ctss/Ddit3/Egfr/F2r/Gapdh/Gja1/Grn/H2-Ab1/H2-Eb1/H2-DMa/H2-DMb1/H2-DMb2/Mr1/Htt/Lipc/Hspa8/Irgm1/Igf2r/Cd74/Lamp1/Lamp2/Ldlr/M6pr/Fyco1/Mtm1/Laptm4a/Myo5a/Nbr1/Slc11a1/Slc11a2/Nsg1/Nsg2/Ntrk1/Pikfyve/Pld3/Prkar1a/Prkar1b/Lgmn/Psap/Rab7/Rab34/Sdf4/Sftpd/Pmel/Slc2a4/Slc31a1/Slc31a2/Sorl1/Src/Vamp7/Trf/Tpt1/Tsg101/Vamp8/Slc30a3/Slc30a4/Bace1/Rnf13/Map2k1/Map2k2/Mapk1/Mapk3/Dysf/Micall1/Tcirg1/Abca3/Snf8/Ttpa/Magi2/Stx7/Vti1a/Vti1b/Vamp5/Rab11a/Gnpnat1/Stx8/Acpp/Tmem59/Rab9/Gosr2/Lamtor3/Litaf/Stard3/Osbpl1a/Vps35/Abhd6/Lamtor4/Vta1/Tmem9/Chmp4c/Lamtor1/Ubxn6/Sppl2a/Cdip1/Chmp3/Lrrk2/Map1lc3a/Rnf128/Chmp1b/Rnf149/Derl1/Chid1/Rab14/Ankrd13a/Steap3/Lamtor5/Washc1/Chmp2b/Chmp2a/Vps26b/Bst2/Ap5s1/Tmem30a/Vps36/Tmem230/Rnf148/Spaar/Tmem25/Vps11/Pip4p2/Mvb12b/Mon1a/Tmem192/Mfsd12/Abcb6/Clec16a/Ap5m1/Snx16/Atp13a2/Chmp4b/Pik3r4/Rapgef2/Stard3nl/Rmc1/Chmp5/Slc9a8/Kidins220/Vps33a/Uvrag/Rab27b/Vps16/Ifitm2/Lamtor2/Ctns/Mcoln1/Wdr91/Exoc8/Vipas39/Chmp7/Rab31/Rap1a/Laptm4b/Vps4a/Derl2/Wdr81/Chmp6/Vps8/Zfyve26/Slc39a14/Slc17a8/Abca5/Vps41/Pxk/Pip4p1/Atp13a3/Pik3c3/Ticam2/Cyb561a3/Rab7b/Nmnat2/Vps18/Ecpas/Parm1/Ap5z1/Ccz1/Vps33b/Dync1li2/Chmp1a/Dync1li1/Slc9a6/Snx14/Atg9a/Ankrd27/Ankrd13b/Slc38a9/Vps39/Mon1b/Rilp/Smo/Atp10b/Vps13c/H2-Eb2/Ap5b1/Mreg/Baiap3/Rubcn	4	38	214	14353	7.060009837678308
cLEC	GO:0031045	dense core granule	2/38	41/14353	0.0052442130842162375	0.14071971775980235	0.1150046728994789	App/Cpe	2	Adam8/Adrb1/Adrb2/App/Aqp1/Avp/Bdnf/Cacna2d1/Calca/Chga/Cpe/Crhbp/Dvl1/Ncs1/Fzd8/Slc6a9/Gnai2/Igf1/Npy1r/Penk/Plat/Plcb2/Scg2/Sod1/Syt1/Syt4/Syt7/Calcrl/Npff/Bace2/Stxbp5/Ecrg4/Npy/Actn1/Slc18a2/P2rx2/Dmxl2/Myrip/Vps13a/Spx/Vps13c	2	38	41	14353	18.424903722721435
cLEC	GO:0044304	main axon	2/38	61/14353	0.011321198182067959	0.2025236563681046	0.1655145933050871	App/Cldn5	2	Adam22/Adora2a/Ank1/Ank3/Apbb1/App/Cck/Cdh1/Cldn5/Crhbp/Dag1/Dlg1/Dlg4/Dnm1/Epb41l3/Kcna2/Kcnab1/Kcnab2/Kcnc3/Kcnh1/Kcnj11/Kif13b/Mbp/Map1a/Map1b/Map2/Mapt/Myoc/Robo1/Scn1a/Scn1b/Scn8a/Slc1a2/Sptan1/Sptbn1/Spock1/Thy1/Tiam1/Tnfrsf1b/Cd40/Dlg2/Mgll/Bin1/Mapk8ip3/Cntnap1/Gabbr1/Lgi1/Trpm7/Sirt2/C9orf72/Pard3/Camk2d/Gjc2/Nav1/Ncmap/Robo2/Dagla/Nfasc/Nrcam/Myo1d/Trim46	2	38	61	14353	12.3839516824849
cLEC	GO:0005905	clathrin-coated pit	2/38	68/14353	0.0139302030602034	0.21692785908664772	0.17728657983544271	App/Dab2	2	Ap1g1/Ap1s1/Ap2a1/Ap2a2/Ap2m1/App/Bcl2l1/Bmpr2/Clta/Ackr3/Cttn/Dab2/Dnm2/Epn1/Eps15/Eps15l1/Fnbp1/Lrp2/Hspd1/Itsn1/Ldlr/Lrp1/Myo6/Numb/Reps1/Sele/Slc2a4/Snap91/Sort1/Sphk1/Tfap2a/Trf/Tfrc/Vldlr/Hip1r/Tnk2/Cubn/Snx9/Cltc/Necap1/Ap2b1/Cdhr5/Tbc1d5/Sgip1/Atat1/Dnm1l/Fcho1/Cltb/Ston1/Rab35/Cemip/Amn/Sh3bp4/Inpp5f/Synj1/Ap1s2/Ston2/Arrb1/Fchsd2/Arrb2/Fcho2/Dgkd/Ap2s1/Picalm/Lrp12/Ap1s3/Aak1/Ocrl	2	38	68	14353	11.109133126934985
cLEC	GO:0031970	organelle envelope lumen	2/38	88/14353	0.022647227345407084	0.21692785908664772	0.17728657983544271	App/Tubb5	2	Ak2/Alpl/App/Cacybp/Capn2/Cat/Ccs/Cdc25c/Cox17/Cpox/Cycs/Chchd2/Fkbp10/Timm10b/Bloc1s1/Pdia3/Hsd3b2/Igf2r/Lyn/Myoc/Nbr1/Clpb/Snca/Sod1/Sorl1/Star/Dtymk/Tubb5/Capn10/Hax1/Aifm1/Timm13/Timm9/Timm8b/Timm8a1/Timm10/Thop1/Timm23/Ak3/Arl2/Txnip/Nme4/Park7/Ptges/Htra2/Chchd5/Prelid3b/Prelid1/Stoml2/Diablo/Ndufb7/Gatm/Nradd/Uqcc2/Ccar1/Coa6/Trap1/Cox19/Coa4/Sirt5/Ndufa8/Micu2/Pink1/Triap1/Timm29/Coa7/Agk/Ggnbp1/Sdhaf3/Pnpt1/Chchd4/Opa1/Pank2/Dusp18/Nln/Immt/Prelid2/Glrx/Chchd10/Rexo2/Arl2bp/Shmt2/Suox/Micu1/Timm8a2/Ndufs1/Fbxl4/Cmc4	2	38	88	14353	8.584330143540669
cLEC	GO:0031904	endosome lumen	1/38	10/14353	0.026170202720634084	0.21692785908664772	0.17728657983544271	Ctsd	1	Cd63/Ctsd/Ctss/Gapdh/Hspa8/Ide/Il12a/Ptpn1/Ptpn2/Pdlim4	1	38	10	14353	37.77105263157895
